[10444] sudo C /home/capstone/.sudo_as_admin_successful
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000035.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000036.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000786.gz
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000166.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000485.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000641.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000066.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000124.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000388.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000090.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000792.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000375.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000667.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000724.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000370.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000043.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000651.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000576.csv
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000522.gif
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000456.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000467.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000961.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000012.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000447.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000446.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000061.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000161.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000900.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000053.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000300.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000741.log
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000601.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000275.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000480.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000650.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000295.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000144.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000808.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000655.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000532.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000175.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000967.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000487.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000088.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000885.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000046.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000068.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000745.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000134.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000722.csv
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000445.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000977.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000130.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000817.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000414.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000044.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000777.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000197.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000661.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000853.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000669.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000828.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000795.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000063.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000313.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000005.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000214.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000052.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000190.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000518.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000620.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000142.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000991.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000268.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000955.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000779.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000528.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000219.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000176.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000321.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000478.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000862.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000254.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000113.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000807.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000083.unk
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000106.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000880.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000525.gif
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000510.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000613.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000911.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000626.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000259.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000051.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000648.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000398.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000114.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000581.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000599.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000251.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000392.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000941.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000857.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000246.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000815.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000544.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000073.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000167.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000552.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000140.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000367.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000329.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000074.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000892.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000164.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000454.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000869.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000504.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000373.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000964.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000718.gz
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000649.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000879.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000383.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000357.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000838.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000239.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000030.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000200.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000917.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000524.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000198.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000520.gif
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000578.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000588.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000265.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000103.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000871.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000736.gz
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000671.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000266.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000835.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000017.swf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000244.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000725.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000280.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000276.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000686.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000191.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000952.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/ziUrAJ8W
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000646.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000170.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000162.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000681.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000306.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000243.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000498.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000616.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000390.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000705.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000481.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000217.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000634.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000737.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000958.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000794.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000938.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000715.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000133.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000691.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000343.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000935.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000547.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000097.ps
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000009.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000160.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000732.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000788.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000660.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000740.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000700.xml
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000493.xml
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000829.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000953.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000125.doc
